,1y Target Est,52 Week Range,Ask,Avg. Volume,Beta (5Y Monthly),Bid,Date,Day's Range,EPS (TTM),Earnings Date,Ex-Dividend Date,Forward Dividend & Yield,Market Cap,Name,Open,PE Ratio (TTM),Previous Close,Sector,Ticker,Volume,5y Average Return,Average for Category,Category,Expense Ratio (net),Holdings Turnover,Inception Date,Last Cap Gain,Last Dividend,Morningstar Rating,Morningstar Risk Rating,Net Assets,Sustainability Rating,YTD Return,Yield
427,187.17,117.13 - 196.73,196.06 x 800,"1,091,654",1.18,195.99 x 800,06/08/2021,193.56 - 196.73,11.78,"Jul 29, 2021","Jun 14, 2021",4.32 (2.21%),44.455B,T. Rowe Price Group,195.44,16.64,195.44,Financials,TROW,"826,666",,,,,,,,,,,,,,
428,221.58,130.99 - 214.91,184.94 x 1000,"1,294,343",0.57,183.98 x 800,06/08/2021,184.56 - 186.59,5.09,"Aug 02, 2021 - Aug 06, 2021",N/A,N/A (N/A),21.472B,Take-Two Interactive,184.93,36.31,184.26,Communication Services,TTWO,"891,936",,,,,,,,,,,,,,
429,54.13,12.16 - 49.67,44.20 x 800,"3,658,862",1.56,44.03 x 900,06/08/2021,42.96 - 44.27,1.21,"Aug 11, 2021 - Aug 16, 2021","Mar 05, 2020",N/A (N/A),12.27B,Tapestry Inc.,43.22,36.36,43.35,Consumer Discretionary,TPR,"3,036,182",,,,,,,,,,,,,,
430,247.24,114.81 - 236.36,235.60 x 1200,"3,370,675",1.01,235.25 x 800,06/08/2021,232.55 - 236.36,12.25,"Aug 17, 2021 - Aug 23, 2021","May 18, 2021",2.72 (1.18%),116.31B,Target Corp.,234.27,19.19,230.89,Consumer Discretionary,TGT,"3,383,691",,,,,,,,,,,,,,
431,146.47,75.70 - 139.58,138.04 x 1300,"1,677,148",1.35,136.07 x 900,06/08/2021,137.25 - 139.50,3.24,"Jul 27, 2021 - Aug 02, 2021","Aug 19, 2021",2.00 (1.44%),45.555B,TE Connectivity Ltd.,139.26,42.59,139.01,Information Technology,TEL,"1,113,827",,,,,,,,,,,,,,
432,499.00,289.19 - 457.79,423.77 x 900,"306,617",1.12,423.34 x 1000,06/08/2021,415.62 - 425.05,10.68,"Jul 20, 2021 - Jul 26, 2021",N/A,N/A (N/A),19.669B,Teledyne Technologies,416.80,39.58,416.97,Industrials,TDY,"280,424",,,,,,,,,,,,,,
433,472.70,312.33 - 449.38,388.92 x 800,"206,760",1.18,388.47 x 900,06/08/2021,382.88 - 393.91,5.89,"Jul 28, 2021 - Aug 02, 2021","May 13, 2021",1.36 (0.35%),18.212B,Teleflex,393.91,66.14,392.77,Health Care,TFX,"138,473",,,,,,,,,,,,,,
434,145.35,70.06 - 147.90,127.00 x 1100,"1,706,046",1.28,125.62 x 900,06/08/2021,125.20 - 132.20,4.40,"Jul 19, 2021 - Jul 23, 2021","May 25, 2021",0.40 (0.31%),21.079B,Teradyne,131.83,28.83,130.80,Information Technology,TER,"1,930,496",,,,,,,,,,,,,,
435,661.00,181.70 - 900.40,601.50 x 1200,"33,246,148",2.00,601.45 x 1800,06/08/2021,595.50 - 623.09,1.00,"Jul 20, 2021 - Jul 26, 2021",N/A,N/A (N/A),581.456B,Tesla Inc.,623.01,604.80,605.13,Consumer Discretionary,TSLA,"26,053,405",,,,,,,,,,,,,,
436,200.90,120.80 - 197.58,187.05 x 1000,"4,683,765",1.03,186.40 x 800,06/08/2021,186.14 - 189.97,6.60,"Jul 19, 2021 - Jul 23, 2021","Apr 30, 2021",4.08 (2.16%),172.634B,Texas Instruments,189.97,28.31,188.55,Information Technology,TXN,"3,063,666",,,,,,,,,,,,,,
437,70.36,30.06 - 70.68,70.38 x 800,"1,193,729",1.80,70.37 x 1000,06/08/2021,69.47 - 70.68,1.88,"Jul 28, 2021 - Aug 02, 2021","Jun 10, 2021",0.08 (0.11%),15.863B,Textron Inc.,70.00,37.40,69.97,Industrials,TXT,"1,262,351",,,,,,,,,,,,,,
438,52.81,32.65 - 52.90,51.66 x 1400,"4,831,759",1.08,51.41 x 1000,06/08/2021,50.85 - 51.64,3.75,"Jul 15, 2021","Apr 27, 2021",1.24 (2.39%),45.017B,The Bank of New York Mellon,51.41,13.72,51.82,Financials,BK,"2,727,898",,,,,,,,,,,,,,
439,191.58,175.55 - 239.87,175.86 x 1100,"1,409,246",0.18,175.70 x 2900,06/08/2021,175.65 - 179.05,7.20,"Aug 02, 2021 - Aug 06, 2021","Jul 27, 2021",4.64 (2.60%),21.858B,The Clorox Company,178.20,24.42,178.64,Consumer Staples,CLX,"1,348,601",,,,,,,,,,,,,,
440,429.91,268.92 - 415.96,411.09 x 800,"281,506",0.82,366.80 x 1100,06/08/2021,369.24 - 375.98,45.38,"Sep 01, 2021 - Sep 06, 2021","Jan 21, 2021",0.06 (0.02%),18.338B,The Cooper Companies,375.98,8.21,374.40,Health Care,COO,"305,556",,,,,,,,,,,,,,
441,176.00,125.50 - 175.55,174.29 x 900,"956,709",0.35,173.55 x 900,06/08/2021,173.10 - 174.35,6.72,"Jul 21, 2021 - Jul 26, 2021","May 20, 2021",3.22 (1.85%),35.93B,The Hershey Company,174.29,25.83,173.99,Consumer Staples,HSY,"552,612",,,,,,,,,,,,,,
442,39.37,11.51 - 38.23,35.87 x 900,"5,616,157",1.86,35.81 x 1000,06/08/2021,34.99 - 36.03,2.69,"Aug 02, 2021","Jun 02, 2021",0.30 (0.84%),13.589B,The Mosaic Company,35.64,13.30,35.92,Materials,MOS,"3,821,802",,,,,,,,,,,,,,
443,162.93,105.67 - 162.71,158.58 x 800,"1,340,118",0.76,157.55 x 800,06/08/2021,155.84 - 157.93,11.06,"Jul 21, 2021 - Jul 26, 2021","Jun 09, 2021",3.52 (2.23%),39.616B,The Travelers Companies,157.19,14.24,157.76,Financials,TRV,"988,276",,,,,,,,,,,,,,
444,207.32,108.02 - 203.02,176.49 x 800,"9,733,328",1.20,176.33 x 900,06/08/2021,175.19 - 177.12,-2.49,"Aug 02, 2021 - Aug 06, 2021","Dec 13, 2019",N/A (N/A),320.379B,The Walt Disney Company,175.97,N/A,176.99,Communication Services,DIS,"5,206,621",,,,,,,,,,,,,,
445,558.08,330.57 - 532.57,441.47 x 1400,"1,779,015",0.76,437.50 x 800,06/08/2021,438.72 - 444.00,19.87,"Jul 20, 2021 - Jul 26, 2021","Jun 14, 2021",1.04 (0.23%),173.325B,Thermo Fisher Scientific,441.77,22.19,444.45,Health Care,TMO,"2,819,433",,,,,,,,,,,,,,
446,79.09,48.73 - 74.65,65.79 x 2900,"6,294,068",0.98,65.66 x 800,06/08/2021,65.32 - 66.15,1.24,"Aug 17, 2021 - Aug 23, 2021","Aug 11, 2021",1.04 (1.59%),79.327B,TJX Companies Inc.,65.58,53.20,65.32,Consumer Discretionary,TJX,"6,950,848",,,,,,,,,,,,,,
447,197.38,116.13 - 200.75,182.30 x 1200,"1,095,746",1.03,181.38 x 1100,06/08/2021,180.56 - 182.00,7.22,"Jul 19, 2021","May 21, 2021",2.08 (1.15%),20.911B,Tractor Supply Company,181.74,25.13,181.20,Consumer Discretionary,TSCO,"954,388",,,,,,,,,,,,,,
448,192.69,84.17 - 189.93,183.93 x 800,"973,510",1.23,183.90 x 1200,06/08/2021,181.45 - 184.10,N/A,"Jul 27, 2021 - Aug 02, 2021","Sep 02, 2021",2.36 (1.30%),43.979B,Trane Technologies plc,182.86,N/A,182.07,Industrials,TT,"909,430",,,,,,,,,,,,,,
449,687.13,405.01 - 672.44,669.60 x 900,"271,014",1.68,669.11 x 800,06/08/2021,663.42 - 672.44,2.72,"Aug 02, 2021 - Aug 06, 2021","Dec 27, 2019",N/A (N/A),36.723B,TransDigm Group,663.42,246.32,662.55,Industrials,TDG,"313,606",,,,,,,,,,,,,,
450,90.00,39.71 - 84.87,78.37 x 1000,"1,489,860",1.52,78.20 x 900,06/08/2021,77.81 - 78.89,1.75,"Aug 03, 2021 - Aug 09, 2021",N/A,N/A (N/A),19.671B,Trimble Inc.,78.89,44.79,78.22,Information Technology,TRMB,"1,678,193",,,,,,,,,,,,,,
451,65.21,33.47 - 62.69,60.53 x 800,"5,840,285",1.34,59.68 x 1300,06/08/2021,59.09 - 60.15,N/A,"Jul 15, 2021","May 13, 2021",1.80 (3.00%),80.462B,Truist Financial,59.61,N/A,60.06,Financials,TFC,"5,060,504",,,,,,,,,,,,,,
452,62.31,28.23 - 80.75,58.81 x 1200,"18,344,692",0.74,58.68 x 1200,06/08/2021,57.82 - 60.09,-1.34,"Jul 22, 2021",N/A,N/A (N/A),46.938B,Twitter Inc.,59.79,N/A,59.63,Communication Services,TWTR,"11,724,499",,,,,,,,,,,,,,
453,475.32,319.58 - 479.79,419.98 x 800,"243,784",0.56,406.72 x 800,06/08/2021,411.13 - 416.03,4.41,"Jul 27, 2021 - Aug 02, 2021","Jan 31, 1990",N/A (N/A),16.832B,Tyler Technologies,411.48,93.73,407.55,Information Technology,TYL,"186,052",,,,,,,,,,,,,,
454,83.50,55.28 - 81.79,78.30 x 900,"1,944,717",0.84,78.20 x 800,06/08/2021,77.52 - 78.49,5.81,"Aug 02, 2021 - Aug 06, 2021","Aug 31, 2021",1.78 (2.27%),28.57B,Tyson Foods,78.23,13.48,78.33,Consumer Staples,TSN,"1,869,482",,,,,,,,,,,,,,
455,62.29,34.01 - 62.47,60.29 x 1100,"7,147,985",1.18,60.00 x 1300,06/08/2021,59.49 - 60.57,3.79,"Jul 15, 2021","Mar 30, 2021",1.68 (2.78%),89.813B,U.S. Bancorp,60.21,15.91,60.54,Financials,USB,"5,617,496",,,,,,,,,,,,,,
456,48.21,29.34 - 50.13,49.62 x 800,"1,894,725",0.73,49.62 x 1000,06/08/2021,49.48 - 50.13,0.20,"Jul 26, 2021 - Jul 30, 2021","Apr 08, 2021",1.45 (2.94%),14.717B,UDR Inc.,49.56,252.96,49.38,Real Estate,UDR,"2,849,977",,,,,,,,,,,,,,
457,369.80,186.01 - 351.72,341.49 x 900,"895,318",1.71,341.33 x 900,06/08/2021,332.56 - 342.33,8.58,"Aug 26, 2021","Mar 16, 2012",N/A (N/A),18.69B,Ulta Beauty,332.56,39.79,332.80,Consumer Discretionary,ULTA,"715,056",,,,,,,,,,,,,,
458,25.60,8.95 - 26.45,22.33 x 1400,"5,294,931",1.27,22.28 x 4000,06/08/2021,21.89 - 22.34,0.26,"Jul 29, 2021 - Aug 02, 2021",N/A,N/A (N/A),9.486B,Under Armour (Class A),22.11,86.09,22.07,Consumer Discretionary,UAA,"3,555,958",,,,,,,,,,,,,,
459,16.70,8.10 - 21.83,19.50 x 1000,"3,791,226",1.27,19.27 x 1800,06/08/2021,19.08 - 19.45,0.26,"Apr 25, 2018 - Apr 30, 2018",N/A,N/A (N/A),9.456B,Under Armour (Class C),19.33,74.84,19.25,Consumer Discretionary,UA,"1,964,104",,,,,,,,,,,,,,
460,243.32,161.41 - 231.26,221.91 x 900,"2,677,135",1.14,221.78 x 800,06/08/2021,219.64 - 223.47,7.73,"Jul 21, 2021 - Jul 26, 2021","May 27, 2021",4.28 (1.92%),147.362B,Union Pacific Corp,222.18,28.71,222.95,Industrials,UNP,"2,362,956",,,,,,,,,,,,,,
461,59.89,29.23 - 63.70,57.70 x 1000,"15,042,717",1.63,57.72 x 1200,06/08/2021,56.83 - 58.12,-22.68,"Jul 19, 2021 - Jul 23, 2021","Jan 07, 2008",N/A (N/A),18.68B,United Airlines Holdings,57.90,N/A,57.30,Industrials,UAL,"10,777,956",,,,,,,,,,,,,,
462,215.39,99.59 - 219.59,209.85 x 900,"3,500,190",1.06,209.90 x 1400,06/08/2021,209.55 - 213.30,5.92,"Jul 27, 2021","May 21, 2021",4.08 (1.92%),182.603B,United Parcel Service,212.85,35.42,212.92,Industrials,UPS,"3,337,335",,,,,,,,,,,,,,
463,348.87,136.51 - 354.60,324.99 x 800,"681,853",2.06,324.77 x 800,06/08/2021,313.37 - 326.10,12.69,"Jul 27, 2021 - Aug 02, 2021",N/A,N/A (N/A),23.468B,United Rentals Inc.,316.10,25.56,316.02,Industrials,URI,"734,260",,,,,,,,,,,,,,
464,443.60,273.71 - 425.98,401.84 x 800,"2,804,493",0.78,401.68 x 800,06/08/2021,398.74 - 402.75,17.59,"Jul 13, 2021 - Jul 19, 2021","Mar 12, 2021",5.00 (1.25%),379.123B,UnitedHealth Group Inc.,400.72,22.84,400.25,Health Care,UNH,"3,051,309",,,,,,,,,,,,,,
465,158.00,86.67 - 162.51,159.74 x 800,"619,651",1.21,159.85 x 800,06/08/2021,157.11 - 160.06,11.79,"Jul 26, 2021 - Jul 30, 2021","Jun 01, 2021",0.80 (0.50%),13.609B,Universal Health Services,158.77,13.54,158.98,Health Care,UHS,"570,880",,,,,,,,,,,,,,
466,29.90,15.21 - 31.98,31.92 x 1000,"2,123,643",1.74,31.91 x 1000,06/08/2021,31.01 - 31.94,3.85,"Jul 26, 2021 - Jul 30, 2021","Apr 29, 2021",1.20 (3.78%),6.515B,Unum Group,31.52,8.29,31.72,Financials,UNM,"1,404,707",,,,,,,,,,,,,,
467,91.47,35.44 - 84.95,83.42 x 900,"3,697,220",2.16,83.26 x 1000,06/08/2021,80.87 - 83.52,-0.69,"Jul 28, 2021 - Aug 02, 2021","May 14, 2021",3.92 (4.74%),34.033B,Valero Energy,82.40,N/A,82.69,Energy,VLO,"3,197,690",,,,,,,,,,,,,,
468,56.05,32.19 - 58.43,57.37 x 900,"2,120,615",1.30,56.31 x 1100,06/08/2021,56.95 - 57.44,-0.24,"Aug 05, 2021 - Aug 09, 2021","Jun 30, 2021",1.80 (3.15%),21.518B,Ventas Inc,57.16,N/A,57.14,Real Estate,VTR,"1,820,113",,,,,,,,,,,,,,
469,250.33,184.60 - 226.18,218.82 x 1100,"583,157",0.81,218.73 x 900,06/08/2021,218.20 - 220.54,5.52,"Jul 21, 2021 - Jul 26, 2021","May 05, 2011",N/A (N/A),24.64B,Verisign Inc.,219.39,39.61,218.93,Information Technology,VRSN,"415,271",,,,,,,,,,,,,,
470,191.75,159.17 - 210.66,169.52 x 3000,"934,880",0.77,169.53 x 900,06/08/2021,167.87 - 169.93,4.30,"Aug 02, 2021 - Aug 06, 2021","Jun 14, 2021",1.16 (0.69%),27.474B,Verisk Analytics,167.87,39.42,167.80,Industrials,VRSK,"972,587",,,,,,,,,,,,,,
471,60.27,52.85 - 61.95,57.15 x 900,"17,633,365",0.45,57.12 x 1000,06/08/2021,56.79 - 57.24,4.56,"Jul 21, 2021","Jul 08, 2021",2.51 (4.39%),236.605B,Verizon Communications,57.24,12.53,57.20,Communication Services,VZ,"15,786,930",,,,,,,,,,,,,,
472,285.39,202.57 - 306.08,211.50 x 800,"1,633,225",0.67,212.25 x 800,06/08/2021,209.13 - 213.17,10.49,"Jul 28, 2021 - Aug 02, 2021",N/A,N/A (N/A),54.654B,Vertex Pharmaceuticals Inc,210.70,20.12,209.16,Health Care,VRTX,"1,882,382",,,,,,,,,,,,,,
473,94.59,56.70 - 90.79,79.89 x 1800,"2,789,974",0.97,79.86 x 900,06/08/2021,78.56 - 80.14,1.04,"Jul 29, 2021 - Aug 02, 2021","Jun 09, 2021",1.96 (2.47%),31.282B,VF Corporation,79.07,76.33,79.27,Consumer Discretionary,VFC,"1,637,368",,,,,,,,,,,,,,
474,50.34,21.67 - 101.97,41.63 x 1400,"42,669,823",1.67,41.53 x 1400,06/08/2021,41.11 - 42.17,N/A,"Aug 04, 2021 - Aug 09, 2021","Jun 14, 2021",0.96 (2.30%),27.11B,ViacomCBS,41.69,N/A,41.74,Communication Services,VIAC,"12,402,945",,,,,,,,,,,,,,
475,20.21,12.94 - 19.02,15.55 x 4000,"9,676,925",1.51,15.44 x 3200,06/08/2021,15.23 - 15.57,N/A,"May 10, 2021","May 21, 2021",0.44 (2.86%),18.722B,Viatris,15.42,N/A,15.39,Health Care,VTRS,"5,273,707",,,,,,,,,,,,,,
476,266.92,179.23 - 237.50,232.20 x 800,"7,696,642",0.99,231.50 x 800,06/08/2021,230.16 - 232.84,4.84,"Jul 26, 2021 - Jul 30, 2021","May 13, 2021",1.28 (0.55%),510.596B,Visa Inc.,232.15,47.96,231.32,Information Technology,V,"4,170,603",,,,,,,,,,,,,,
477,44.91,29.79 - 50.90,50.21 x 1000,"1,678,522",1.39,44.47 x 800,06/08/2021,49.76 - 50.90,-1.84,"Aug 02, 2021","May 07, 2021",2.12 (4.24%),9.535B,Vornado Realty Trust,49.87,N/A,50.01,Real Estate,VNO,"1,383,356",,,,,,,,,,,,,,
478,187.46,107.00 - 194.17,180.50 x 1100,"742,778",0.59,176.20 x 800,06/08/2021,176.70 - 180.93,5.13,"Aug 02, 2021 - Aug 06, 2021","May 27, 2021",1.48 (0.83%),23.747B,Vulcan Materials,177.97,34.87,177.96,Materials,VMC,"1,649,490",,,,,,,,,,,,,,
479,86.29,54.45 - 82.43,78.83 x 800,"693,903",0.83,75.93 x 800,06/08/2021,75.20 - 76.05,4.07,"Jul 19, 2021 - Jul 23, 2021","Mar 09, 2021",0.48 (0.63%),13.461B,W. R. Berkley Corporation,75.54,18.66,75.69,Financials,WRB,"566,255",,,,,,,,,,,,,,
480,54.67,33.36 - 57.05,54.28 x 1800,"5,437,590",0.46,54.02 x 1800,06/08/2021,53.30 - 54.42,-0.71,"Jul 07, 2021 - Jul 12, 2021","May 20, 2021",1.87 (3.43%),46.677B,Walgreens Boots Alliance,53.85,N/A,54.56,Consumer Staples,WBA,"3,800,312",,,,,,,,,,,,,,
481,163.61,117.01 - 153.66,139.95 x 800,"8,378,069",0.47,139.90 x 900,06/08/2021,139.81 - 140.90,4.32,"Aug 17, 2021","Aug 12, 2021",2.20 (1.56%),391.825B,Walmart,140.51,32.37,140.90,Consumer Staples,WMT,"6,706,856",,,,,,,,,,,,,,
482,144.93,100.45 - 144.54,139.48 x 800,"1,674,265",0.80,139.32 x 800,06/08/2021,138.86 - 139.99,3.66,"Jul 28, 2021 - Aug 02, 2021","Jun 03, 2021",2.30 (1.65%),58.819B,Waste Management Inc.,139.79,38.07,139.57,Industrials,WM,"1,112,348",,,,,,,,,,,,,,
483,296.69,171.38 - 326.85,323.56 x 1100,"380,511",0.81,323.27 x 800,06/08/2021,319.37 - 324.36,9.88,"Jul 26, 2021 - Jul 30, 2021","Nov 26, 1996",N/A (N/A),19.935B,Waters Corporation,320.37,32.72,318.71,Health Care,WAT,"221,500",,,,,,,,,,,,,,
484,97.31,80.55 - 106.85,93.91 x 1400,"1,259,073",0.17,90.07 x 900,06/08/2021,91.17 - 93.75,3.97,"Aug 02, 2021 - Aug 06, 2021","May 13, 2021",2.71 (2.90%),28.998B,WEC Energy Group,93.49,23.16,93.56,Utilities,WEC,"1,309,472",,,,,,,,,,,,,,
485,49.04,20.76 - 48.13,46.63 x 3100,"29,028,144",1.36,46.60 x 1200,06/08/2021,46.30 - 47.01,1.46,"Jul 14, 2021","May 06, 2021",0.40 (0.85%),192.666B,Wells Fargo,46.74,32.01,47.11,Financials,WFC,"20,694,379",,,,,,,,,,,,,,
486,76.06,47.18 - 78.80,78.75 x 1000,"1,862,153",1.03,77.30 x 1100,06/08/2021,77.00 - 78.80,1.75,"Aug 03, 2021 - Aug 09, 2021","May 10, 2021",2.44 (3.17%),32.629B,Welltower Inc.,77.33,44.61,76.87,Real Estate,WELL,"1,871,208",,,,,,,,,,,,,,
487,351.60,197.72 - 349.29,337.25 x 1000,"400,881",0.99,329.92 x 1000,06/08/2021,328.28 - 336.27,5.57,"Jul 21, 2021 - Jul 26, 2021","Jul 20, 2021",0.68 (0.20%),24.384B,West Pharmaceutical Services,335.90,59.32,333.32,Health Care,WST,"355,723",,,,,,,,,,,,,,
488,88.02,33.53 - 78.19,75.84 x 800,"4,485,666",1.60,75.00 x 800,06/08/2021,74.73 - 77.43,1.14,"Aug 03, 2021 - Aug 09, 2021","Apr 02, 2020",N/A (N/A),23.198B,Western Digital,77.15,66.23,76.13,Information Technology,WDC,"3,980,672",,,,,,,,,,,,,,
489,26.12,19.07 - 26.61,24.94 x 900,"4,619,634",1.02,24.64 x 2200,06/08/2021,24.49 - 24.96,1.81,"Aug 02, 2021 - Aug 06, 2021","Jun 15, 2021",0.94 (3.82%),10.194B,Western Union Co,24.64,13.76,24.63,Information Technology,WU,"3,268,429",,,,,,,,,,,,,,
490,88.56,55.59 - 86.81,82.35 x 800,"1,380,784",1.66,82.34 x 800,06/08/2021,81.64 - 82.69,2.18,"Jul 26, 2021 - Jul 30, 2021","May 06, 2021",0.48 (0.58%),15.577B,Westinghouse Air Brake Technologies Corp,82.40,37.77,82.39,Industrials,WAB,"662,937",,,,,,,,,,,,,,
491,63.79,25.44 - 62.03,58.45 x 800,"1,989,861",1.28,58.34 x 800,06/08/2021,56.80 - 58.49,-2.73,"Aug 02, 2021 - Aug 06, 2021","May 18, 2021",0.96 (1.66%),15.493B,WestRock,57.69,N/A,57.90,Materials,WRK,"1,395,195",,,,,,,,,,,,,,
492,40.11,20.53 - 41.68,35.57 x 3000,"5,096,241",1.88,35.42 x 2200,06/08/2021,35.45 - 35.92,1.78,"Jul 29, 2021 - Aug 02, 2021","Jun 03, 2021",0.68 (1.90%),26.65B,Weyerhaeuser,35.81,20.02,35.70,Real Estate,WY,"7,523,992",,,,,,,,,,,,,,
493,253.40,116.57 - 257.68,235.31 x 1400,"612,861",1.88,232.50 x 800,06/08/2021,232.90 - 236.09,21.44,"Jul 21, 2021","May 20, 2021",5.60 (2.37%),14.591B,Whirlpool Corp.,235.14,10.87,235.79,Consumer Discretionary,WHR,"428,458",,,,,,,,,,,,,,
494,28.19,17.48 - 28.35,28.34 x 900,"8,066,345",1.54,28.17 x 3000,06/08/2021,27.89 - 28.32,0.95,"Aug 02, 2021 - Aug 06, 2021","Jun 10, 2021",1.64 (5.81%),34.22B,Williams Companies,28.19,29.72,28.23,Energy,WMB,"7,260,813",,,,,,,,,,,,,,
495,268.69,179.31 - 271.87,254.58 x 900,"971,828",0.82,254.50 x 1300,06/08/2021,252.36 - 256.38,10.94,"Jul 28, 2021 - Aug 02, 2021","May 27, 2021",2.84 (1.11%),32.834B,Willis Towers Watson,256.38,23.27,256.99,Financials,WLTW,"934,547",,,,,,,,,,,,,,
496,130.08,67.54 - 143.88,128.23 x 800,"2,215,925",2.46,127.70 x 1000,06/08/2021,126.88 - 129.75,-18.05,"Aug 02, 2021 - Aug 06, 2021","Feb 25, 2020",N/A (N/A),14.81B,Wynn Resorts Ltd,129.75,N/A,129.10,Consumer Discretionary,WYNN,"1,569,274",,,,,,,,,,,,,,
497,71.23,57.23 - 76.44,68.84 x 1100,"3,165,971",0.30,68.83 x 1300,06/08/2021,68.47 - 70.20,2.90,"Jul 28, 2021 - Aug 02, 2021","Jun 14, 2021",1.83 (2.61%),37.029B,Xcel Energy Inc,69.97,23.73,70.12,Utilities,XEL,"2,203,030",,,,,,,,,,,,,,
498,133.43,88.08 - 154.93,129.91 x 800,"2,376,750",1.00,127.53 x 1100,06/08/2021,126.21 - 129.88,2.62,"Jun 28, 2021 - Jul 02, 2021","Nov 09, 2020",N/A (N/A),31.332B,Xilinx,128.55,48.65,127.73,Information Technology,XLNX,"1,292,768",,,,,,,,,,,,,,
499,111.62,60.92 - 121.00,119.91 x 800,"754,439",1.03,119.88 x 800,06/08/2021,117.77 - 120.04,1.67,"Jul 28, 2021 - Aug 02, 2021","May 26, 2021",1.12 (0.94%),21.562B,Xylem Inc.,118.83,71.71,119.00,Industrials,XYL,"508,432",,,,,,,,,,,,,,
500,120.86,84.17 - 122.73,119.71 x 1200,"1,565,977",1.03,116.26 x 800,06/08/2021,118.47 - 119.96,3.74,"Jul 29, 2021","May 27, 2021",2.00 (1.69%),35.468B,Yum! Brands Inc,118.63,31.84,118.32,Consumer Discretionary,YUM,"1,404,873",,,,,,,,,,,,,,
501,529.11,244.32 - 518.66,505.58 x 900,"307,201",1.59,505.00 x 1100,06/08/2021,501.88 - 508.63,11.93,"Aug 03, 2021 - Aug 06, 2021",N/A,N/A (N/A),27.054B,Zebra Technologies,505.40,42.37,506.18,Information Technology,ZBRA,"242,726",,,,,,,,,,,,,,
502,191.58,112.00 - 180.36,162.97 x 900,"1,070,352",1.35,154.30 x 800,06/08/2021,155.73 - 158.91,2.73,"Aug 02, 2021 - Aug 06, 2021","Mar 26, 2021",0.96 (0.61%),32.844B,Zimmer Biomet,158.88,57.79,157.90,Health Care,ZBH,"1,046,139",,,,,,,,,,,,,,
503,60.77,27.55 - 60.65,57.81 x 1800,"1,342,949",1.58,57.77 x 900,06/08/2021,56.23 - 58.00,4.92,"Jul 19, 2021","May 12, 2021",1.36 (2.35%),9.469B,Zions Bancorp,57.32,11.75,57.81,Financials,ZION,"980,708",,,,,,,,,,,,,,
504,191.27,130.41 - 178.71,176.74 x 1300,"1,837,870",0.64,170.70 x 900,06/08/2021,173.13 - 176.22,3.71,"Aug 04, 2021 - Aug 09, 2021","Jul 20, 2021",1.00 (0.57%),82.657B,Zoetis,175.89,46.93,175.10,Health Care,ZTS,"925,380",,,,,,,,,,,,,,
